t [s],a(t) [m/s^2]
13.44117647,-0.00983117
13.44537815,0.001753626
13.44957983,-0.001069598
13.45378151,0.010936507
13.45798319,0.009555467
13.46218487,0.001898154
13.46638655,0.002876682
13.47058824,0.001091983
13.47478992,-0.011234991
13.4789916,0.006029427
13.48319328,0.000870424
13.48739496,-0.003288686
13.49159664,-0.016527752
13.49579832,-0.002234847
13.5,0.013951025
13.50420168,0.010568119
13.50840336,0.004439454
13.51260504,-0.007988239
13.51680672,-0.007554135
13.5210084,-0.00325913
13.52521008,-0.00113816
13.52941176,-0.003655813
13.53361345,0.005864101
13.53781513,-0.001394568
13.54201681,0.006809579
13.54621849,0.010661325
13.55042017,-0.003047433
13.55462185,-0.006796036
13.55882353,0.003622011
13.56302521,0.008499099
13.56722689,-0.005864896
13.57142857,-0.014251032
13.57563025,-0.004004695
13.57983193,-0.006767956
13.58403361,0.005656033
13.58823529,0.015353051
13.59243697,0.004980211
13.59663866,-0.008121555
13.60084034,-0.008436321
13.60504202,0.003365795
13.6092437,0.00205666
13.61344538,0.007289552
13.61764706,-0.001383153
13.62184874,0.004084421
13.62605042,-0.002709662
13.6302521,0.005728841
13.63445378,-0.002928953
13.63865546,-0.005915438
13.64285714,0.000412216
13.64705882,-0.014397289
13.6512605,0.001219909
13.65546218,0.00186872
13.65966387,-0.005777106
13.66386555,0.003496467
13.66806723,0.004007237
13.67226891,0.010747811
13.67647059,0.004565395
13.68067227,0.005185949
13.68487395,-8.35497E-06
13.68907563,0.005676418
13.69327731,-0.004169227
13.69747899,-0.014057051
13.70168067,-0.007892119
13.70588235,-0.000687717
13.71008403,0.00214081
13.71428571,-0.004199562
13.71848739,-0.001732641
13.72268908,-0.004780701
13.72689076,0.00706748
13.73109244,0.009943189
13.73529412,0.004522902
13.7394958,0.000458645
13.74369748,0.006195022
13.74789916,-0.002758953
13.75210084,-0.005425827
13.75630252,0.010769352
13.7605042,-0.008659046
13.76470588,-0.002700293
13.76890756,0.003448508
13.77310924,-0.013628649
13.77731092,-0.006129947
13.78151261,-0.003467115
13.78571429,-0.001530227
13.78991597,0.012179825
13.79411765,0.011869251
13.79831933,0.000491415
13.80252101,-0.007608724
13.80672269,0.003730356
13.81092437,0.005798599
13.81512605,0.004619405
13.81932773,-0.012323665
13.82352941,0.007705254
13.82773109,-0.005850689
13.83193277,-0.006830467
13.83613445,0.007829417
13.84033613,-0.006698221
13.84453782,-0.004274249
13.8487395,0.007356854
13.85294118,0.001278824
13.85714286,-0.003953449
13.86134454,-0.004170086
13.86554622,-0.006589344
13.8697479,0.011483065
13.87394958,0.005096362
13.87815126,-0.007858043
13.88235294,0.006672487
13.88655462,0.007331185
13.8907563,0.010233923
13.89495798,-0.008589792
13.89915966,-0.003063001
13.90336134,0.002284097
13.90756303,-0.006885056
13.91176471,-0.014965021
13.91596639,-0.008135325
13.92016807,0.00887313
13.92436975,-0.002789436
13.92857143,0.001214986
13.93277311,0.015529689
13.93697479,6.27566E-05
13.94117647,0.002086551
13.94537815,0.011392339
13.94957983,-0.003197501
13.95378151,-0.004640629
13.95798319,-0.004383731
13.96218487,-0.004893847
13.96638655,-0.006233055
13.97058824,-0.003058339
13.97478992,0.012990722
13.9789916,-0.002965633
13.98319328,0.001784931
13.98739496,-0.00800303
13.99159664,0.010856596
13.99579832,-0.002581752
14,-0.016485462
14.00420168,0.012343254
14.00840336,-0.00220097
14.01260504,-0.002001899
14.01680672,0.005182706
14.0210084,0.003177841
14.02521008,0.009288962
14.02941176,0.007270161
14.03361345,0.005988471
14.03781513,-0.018025688
14.04201681,-0.016419394
14.04621849,-0.002478633
14.05042017,0.000955814
14.05462185,0.002798929
14.05882353,0.005421779
14.06302521,-0.007915744
14.06722689,0.002949412
14.07142857,0.003996981
14.07563025,0.010911834
14.07983193,0.006474577
14.08403361,0.000402276
14.08823529,-0.008972195
14.09243697,-0.002390815
14.09663866,0.002859846
14.10084034,-0.003363943
14.10504202,-0.010898153
14.1092437,0.002949935
14.11344538,0.012356764
14.11764706,-0.001943783
14.12184874,-0.001773231
14.12605042,-0.005817307
14.1302521,-0.012402191
14.13445378,-0.003076182
14.13865546,0.008917533
14.14285714,0.009769116
14.14705882,0.012637225
14.1512605,0.00138334
14.15546218,0.0011956
14.15966387,0.000171991
14.16386555,-0.014177151
14.16806723,-0.001069703
14.17226891,-0.00173083
14.17647059,0.001856471
14.18067227,-0.008221877
14.18487395,-0.006207105
14.18907563,0.003113461
14.19327731,0.001766976
14.19747899,0.002891646
14.20168067,0.008844532
14.20588235,0.002828545
14.21008403,0.007555233
14.21428571,-0.001538577
14.21848739,-0.001120549
14.22268908,-0.00375604
14.22689076,-0.006435467
14.23109244,0.002840014
14.23529412,-0.007018695
14.2394958,0.00113476
14.24369748,-0.003190355
14.24789916,-0.006200909
14.25210084,-0.001894602
14.25630252,0.010928454
14.2605042,0.005323313
14.26470588,0.001018561
14.26890756,0.009353
14.27310924,-0.002035257
14.27731092,-0.000269182
14.28151261,-0.002748311
14.28571429,-0.008311777
14.28991597,-0.012798333
14.29411765,0.013701812
14.29831933,0.002350063
14.30252101,-0.006748365
14.30672269,0.001980632
14.31092437,0.000423436
14.31512605,-0.002420689
14.31932773,-0.00114369
14.32352941,0.008463563
14.32773109,0.009656366
14.33193277,-0.002344178
14.33613445,-0.008978749
14.34033613,-0.004860482
14.34453782,0.007015907
14.3487395,-0.013453399
14.35294118,-0.000428366
14.35714286,0.010184638
14.36134454,0.004033217
14.36554622,-0.002104505
14.3697479,0.009754187
14.37394958,0.001933821
14.37815126,-0.005778695
14.38235294,-0.00855849
14.38655462,-0.009365884
14.3907563,-0.000394326
14.39495798,-0.001979378
14.39915966,0.003239418
14.40336134,0.006271821
14.40756303,0.005893437
14.41176471,0.015230679
14.41596639,-0.005273875
14.42016807,-0.003010212
14.42436975,-0.003183505
14.42857143,-0.002866853
14.43277311,-0.006310027
14.43697479,-0.01176681
14.44117647,0.002874092
14.44537815,0.008864793
14.44957983,0.006207653
14.45378151,-0.008068389
14.45798319,0.005580699
14.46218487,0.008306371
14.46638655,-0.000420971
14.47058824,-0.007955238
14.47478992,-0.005239488
14.4789916,0.000619754
14.48319328,0.004901507
14.48739496,-0.003712399
14.49159664,-4.72154E-05
14.49579832,0.0009497
14.5,0.012441105
14.50420168,-0.00091467
14.50840336,-0.002055256
14.51260504,-0.002418187
14.51680672,-0.009264043
14.5210084,-0.001730233
14.52521008,-0.005044334
14.52941176,-0.002533257
14.53361345,-0.001456992
14.53781513,0.004106963
14.54201681,0.018302866
14.54621849,0.011179568
14.55042017,0.001889134
14.55462185,-0.011941334
14.55882353,-0.003933756
14.56302521,-0.002757693
14.56722689,-0.001156501
14.57142857,-0.003237794
14.57563025,-0.005923255
14.57983193,-0.003144478
14.58403361,0.000982532
14.58823529,0.00352646
14.59243697,-0.003250137
14.59663866,0.008808349
14.60084034,0.010975688
14.60504202,0.002638385
14.6092437,-7.58031E-05
14.61344538,0.000392471
14.61764706,-0.005589681
14.62184874,-0.011498824
14.62605042,-0.004227213
14.6302521,0.004199579
14.63445378,-0.000628842
14.63865546,0.006991453
14.64285714,-0.007075137
14.64705882,0.007444513
14.6512605,-0.007498655
14.65546218,-0.00100778
14.65966387,0.006596485
14.66386555,0.005772365
14.66806723,0.008527227
14.67226891,-0.00246338
14.67647059,-0.014602474
14.68067227,-0.006921451
14.68487395,0.008019786
14.68907563,-0.01107917
14.69327731,-0.002580081
14.69747899,0.018533953
14.70168067,0.007945329
14.70588235,0.009317937
14.71008403,-0.010297239
14.71428571,-0.007832117
14.71848739,-0.0054535
14.72268908,0.002212723
14.72689076,-0.004589093
14.73109244,-0.017472288
14.73529412,0.004878241
14.7394958,0.006822592
14.74369748,0.012333998
14.74789916,0.008279487
14.75210084,0.004869814
14.75630252,0.01051918
14.7605042,0.003110201
14.76470588,-0.021524755
14.76890756,-0.023271289
14.77310924,0.0020629
14.77731092,0.001197954
14.78151261,0.002246283
14.78571429,0.003383465
14.78991597,0.00756725
14.79411765,0.008173429
14.79831933,-0.005612797
14.80252101,-0.000910246
14.80672269,0.001896726
14.81092437,-0.003802118
14.81512605,-0.001264485
14.81932773,0.008905081
14.82352941,0.002171788
14.82773109,0.002492547
14.83193277,-0.006268464
14.83613445,-0.011511577
14.84033613,-0.001829606
14.84453782,-0.01190241
14.8487395,0.013369664
14.85294118,-0.00080283
14.85714286,0.008447986
14.86134454,0.009411426
14.86554622,0.00508376
14.8697479,-0.011722352
14.87394958,-0.003311443
14.87815126,-0.006211727
14.88235294,-0.002486725
14.88655462,0.007844649
14.8907563,0.002620427
14.89495798,0.005173371
14.89915966,-0.006047631
14.90336134,-0.004703971
14.90756303,0.003229099
14.91176471,-0.004977684
14.91596639,-0.006563319
14.92016807,0.017642924
14.92436975,-0.002973846
14.92857143,0.003418184
14.93277311,-0.000291479
14.93697479,-0.004536626
14.94117647,-0.00754141
14.94537815,-0.002749685
14.94957983,0.000227981
14.95378151,0.006144631
14.95798319,0.005988277
14.96218487,0.003920248
14.96638655,0.000521039
14.97058824,-0.006609487
14.97478992,-0.010281196
14.9789916,0.00508865
14.98319328,0.008407982
14.98739496,0.002710368
14.99159664,-0.003580852
14.99579832,-0.004437797
15,-0.00521226
15.00420168,-0.000493799
15.00840336,-0.002844198
15.01260504,0.008077155
15.01680672,-0.001873555
15.0210084,0.000181679
15.02521008,0.010598788
15.02941176,-0.005993058
15.03361345,0.007211796
15.03781513,-0.010285038
15.04201681,0.009719883
15.04621849,-0.003411334
15.05042017,-0.00597183
15.05462185,-0.003909255
15.05882353,-0.004946387
15.06302521,-0.00062852
15.06722689,0.009128683
15.07142857,-0.000130235
15.07563025,0.006386322
15.07983193,-0.010167554
15.08403361,0.001717649
15.08823529,0.019303415
15.09243697,-0.007711928
15.09663866,-0.005761879
15.10084034,-0.003654221
15.10504202,-0.003279472
15.1092437,-0.007732762
15.11344538,0.005631392
15.11764706,0.006201279
15.12184874,0.00109645
15.12605042,0.013028351
15.1302521,-0.000500336
15.13445378,-0.017310341
15.13865546,0.000369538
15.14285714,-0.006030783
15.14705882,-0.001695183
15.1512605,0.011685481
15.15546218,0.003084671
15.15966387,-0.003476185
15.16386555,0.013005353
15.16806723,-0.015681285
15.17226891,0.012803795
15.17647059,-0.008719823
15.18067227,-0.00370693
15.18487395,-0.0135432
15.18907563,0.005370845
15.19327731,0.006854383
15.19747899,0.008783043
15.20168067,0.005111261
15.20588235,-0.008983676
15.21008403,0.008990349
15.21428571,0.005188201
15.21848739,-0.011960672
15.22268908,-0.019643491
15.22689076,0.000175439
15.23109244,0.012861451
15.23529412,-0.001263998
15.2394958,0.004543488
15.24369748,-0.00020415
15.24789916,0.003659301
15.25210084,0.001158102
15.25630252,0.001835017
15.2605042,-0.000946347
15.26470588,-0.006052662
15.26890756,-0.008763816
15.27310924,0.005219799
15.27731092,0.008908022
15.28151261,-0.004924225
15.28571429,0.00140603
15.28991597,0.012328388
15.29411765,-0.008061307
15.29831933,-0.004078368
15.30252101,-0.015197403
15.30672269,-0.006669114
15.31092437,0.002985529
15.31512605,0.014993034
15.31932773,0.010223994
15.32352941,-0.003524015
15.32773109,0.013262938
15.33193277,-0.008839597
15.33613445,-0.004588509
15.34033613,-0.00271008
15.34453782,-0.006192635
15.3487395,0.004126527
15.35294118,0.008508573
15.35714286,-0.000810301
15.36134454,-0.006454044
15.36554622,-0.019179482
15.3697479,0.002324962
15.37394958,-0.00358652
15.37815126,0.010364112
15.38235294,0.013034666
15.38655462,0.005591734
15.3907563,-3.35236E-05
15.39495798,0.005690193
15.39915966,-0.001823426
15.40336134,-0.001069128
15.40756303,-0.000458293
15.41176471,-0.011379792
15.41596639,-0.008693603
15.42016807,0.004030494
15.42436975,-0.01446718
15.42857143,-0.002482446
15.43277311,0.007129233
15.43697479,0.007850354
15.44117647,0.009916521
15.44537815,0.005595071
15.44957983,0.000899946
15.45378151,0.003617443
15.45798319,0.007742834
15.46218487,-0.010709063
15.46638655,-0.009304451
15.47058824,-0.007271972
15.47478992,-0.002895394
15.4789916,-0.003430972
15.48319328,-0.00175527
15.48739496,-0.000301432
15.49159664,0.010495061
15.49579832,0.003716307
15.5,0.018309106
15.50420168,0.000467428
15.50840336,-0.017412111
15.51260504,-0.001732114
15.51680672,-0.008084983
15.5210084,0.00787618
15.52521008,9.33317E-05
15.52941176,-0.006294845
15.53361345,0.006039124
15.53781513,0.014291203
15.54201681,-0.013940319
15.54621849,0.009836155
15.55042017,-0.01921676
15.55462185,0.00655873
15.55882353,-0.009258328
15.56302521,0.008725109
15.56722689,-0.005913349
15.57142857,0.009729781
15.57563025,0.012053542
15.57983193,0.006565529
15.58403361,-0.003604466
15.58823529,-0.00574829
15.59243697,-0.017099161
15.59663866,-0.002845007
15.60084034,0.00355169
15.60504202,-0.004485644
15.6092437,-0.00545381
15.61344538,0.012524037
15.61764706,0.001430365
15.62184874,0.017364549
15.62605042,0.002690561
15.6302521,-0.001463364
15.63445378,-0.019187086
15.63865546,0.00088428
15.64285714,0.004821222
15.64705882,-0.00019766
15.6512605,-0.008733916
15.65546218,-0.006917481
15.65966387,0.017365639
15.66386555,-0.001555794
15.66806723,-0.001258277
15.67226891,-0.004920852
15.67647059,0.006146794
15.68067227,0.000314298
15.68487395,-0.005019434
15.68907563,0.008684699
15.69327731,-0.012510933
15.69747899,-0.005276176
15.70168067,0.015277794
15.70588235,-0.005480191
15.71008403,0.015483757
15.71428571,0.00440413
15.71848739,-0.007107291
15.72268908,-0.007145434
15.72689076,-0.014279608
15.73109244,-0.003930951
15.73529412,0.005432141
15.7394958,-0.005218194
15.74369748,0.013947511
15.74789916,0.009221119
15.75210084,-0.007870729
15.75630252,-0.007865877
15.7605042,0.00454661
15.76470588,0.008476182
15.76890756,0.00992007
15.77310924,-0.007315302
15.77731092,0.001588436
15.78151261,-0.010756533
15.78571429,-0.001378458
15.78991597,-0.0111072
15.79411765,0.009013191
15.79831933,0.000817025
15.80252101,0.000134621
15.80672269,-0.00266383
15.81092437,0.006166839
15.81512605,-0.002095771
15.81932773,0.006697761
15.82352941,-0.009298735
15.82773109,-0.005132949
15.83193277,0.01327478
15.83613445,0.008276444
15.84033613,-0.000323413
15.84453782,-0.000514903
15.8487395,-0.010826508
15.85294118,-0.003112961
15.85714286,-0.007297443
15.86134454,0.005347819
15.86554622,-0.000495211
15.8697479,0.001506448
15.87394958,0.002375166
15.87815126,0.006904519
15.88235294,-0.00225249
15.88655462,-0.018497658
15.8907563,0.007861177
15.89495798,0.002615561
15.89915966,0.008266921
15.90336134,0.013439077
15.90756303,-0.004627801
15.91176471,-0.010045907
15.91596639,0.006128631
15.92016807,-0.008217681
15.92436975,0.00134018
15.92857143,-0.004142773
15.93277311,-0.009136843
15.93697479,0.000702328
15.94117647,-0.006952867
15.94537815,0.004417436
15.94957983,0.012691031
15.95378151,0.005931897
15.95798319,0.007525897
15.96218487,0.003153416
15.96638655,0.001832814
15.97058824,-0.001790425
15.97478992,-0.024457811
15.9789916,0.005656892
15.98319328,-0.009025203
15.98739496,-0.003893528
15.99159664,0.01202916
15.99579832,-0.00081226
16,0.003019503
16.00420168,-0.002258389
16.00840336,0.009058274
16.01260504,-0.003147583
16.01680672,0.008413356
16.0210084,0.001868431
16.02521008,-0.001788748
16.02941176,-0.01566748
16.03361345,-0.006782031
16.03781513,-0.000803804
16.04201681,0.002923855
16.04621849,0.012225661
16.05042017,0.003182695
16.05462185,0.00392647
16.05882353,0.001863188
16.06302521,-0.006643709
16.06722689,-0.002502801
16.07142857,-0.024091106
16.07563025,0.007527537
16.07983193,0.00011451
16.08403361,0.027841803
16.08823529,0.002099944
16.09243697,-0.013666189
16.09663866,-0.003868764
16.10084034,0.012387151
16.10504202,-0.001941772
16.1092437,-0.007276175
16.11344538,-0.010124966
16.11764706,-0.0247871
16.12184874,0.03078442
16.12605042,0.002189161
16.1302521,0.023493752
16.13445378,-0.012475964
16.13865546,-0.001037672
16.14285714,-0.017091262
16.14705882,0.002714421
16.1512605,-0.000971627
16.15546218,-0.005491283
16.15966387,0.002855541
16.16386555,0.008468103
16.16806723,0.001166345
16.17226891,0.01569491
16.17647059,-0.005343688
16.18067227,-0.009188253
16.18487395,-0.007701711
16.18907563,0.007012898
16.19327731,0.004542533
16.19747899,-0.009628653
16.20168067,0.001083443
16.20588235,-0.013556998
16.21008403,0.009901438
16.21428571,0.003794514
16.21848739,-0.007996373
16.22268908,0.007960901
16.22689076,0.012660253
16.23109244,-0.001187073
16.23529412,0.001033357
16.2394958,-0.001712964
16.24369748,-0.007095534
16.24789916,0.005200322
16.25210084,-0.003736852
16.25630252,-0.000966017
16.2605042,-0.007391497
16.26470588,-0.009783728
16.26890756,-0.005078688
16.27310924,0.014577114
16.27731092,0.003162283
16.28151261,-0.005750477
16.28571429,0.00942518
16.28991597,0.011002974
16.29411765,0.003776106
16.29831933,-0.005080707
16.30252101,-0.00122045
16.30672269,0.001568192
16.31092437,-0.002721806
16.31512605,-0.017700503
16.31932773,-0.008066115
16.32352941,0.009415523
16.32773109,0.001823422
16.33193277,-0.003308778
16.33613445,0.000601238
16.34033613,0.000376861
16.34453782,0.002584271
16.3487395,0.017366985
16.35294118,0.013557216
16.35714286,-0.007105349
16.36134454,-0.012362757
16.36554622,-0.010061763
16.3697479,-0.00445181
16.37394958,0.002026457
16.37815126,0.006952615
16.38235294,-0.010621207
16.38655462,0.00918978
16.3907563,0.001804494
16.39495798,0.003225243
16.39915966,0.006380909
16.40336134,-0.01374374
16.40756303,0.000435662
16.41176471,0.003544736
16.41596639,-0.001332084
16.42016807,-0.003959998
16.42436975,-0.003122277
16.42857143,0.007143284
16.43277311,0.005223808
16.43697479,0.006579897
16.44117647,-0.006275128
16.44537815,-0.000566369
16.44957983,-0.000380909
16.45378151,-0.005253206
16.45798319,0.004463243
16.46218487,-0.007811634
16.46638655,0.000992724
16.47058824,-0.009204255
16.47478992,0.008949698
16.4789916,0.002886516
16.48319328,0.009247028
16.48739496,-0.002949411
16.49159664,-0.010817074
16.49579832,0.000134195
16.5,0.010249574
16.50420168,0.005820154
16.50840336,-0.008949715
16.51260504,0.008406214
16.51680672,-0.013408835
16.5210084,0.002115924
16.52521008,-0.006193733
16.52941176,0.010013142
16.53361345,0.000334326
16.53781513,-0.002417015
16.54201681,-0.010289409
16.54621849,0.011989117
16.55042017,-0.013993813
16.55462185,0.011153154
16.55882353,0.002502357
16.56302521,-0.002748189
16.56722689,0.009268668
16.57142857,0.007530405
16.57563025,-0.009667193
16.57983193,0.002638037
16.58403361,-0.011770692
16.58823529,-0.019957627
16.59243697,0.010984935
16.59663866,0.009792455
16.60084034,0.012919769
16.60504202,-4.96671E-05
16.6092437,-0.010028688
16.61344538,-0.009893004
16.61764706,0.011689573
16.62184874,0.00681658
16.62605042,-0.013731601
16.6302521,0.001550094
16.63445378,-0.005345411
16.63865546,0.006347615
16.64285714,0.012758294
16.64705882,-0.004600729
16.6512605,-0.006768756
16.65546218,-0.010469856
16.65966387,0.017226029
16.66386555,0.001482592
16.66806723,-0.011060439
16.67226891,-0.007306658
16.67647059,0.012654797
16.68067227,0.005628337
16.68487395,-0.008735167
16.68907563,-0.002995624
16.69327731,0.012596994
16.69747899,-0.011088468
16.70168067,-0.002248456
16.70588235,0.00261484
16.71008403,0.00234289
16.71428571,-0.001203282
16.71848739,-0.003151089
16.72268908,0.008567713
16.72689076,-0.002458514
16.73109244,0.000973842
16.73529412,0.004581421
16.7394958,0.000644995
16.74369748,-0.00720582
16.74789916,-0.006388178
16.75210084,0.002488445
16.75630252,-0.004549696
16.7605042,-0.006003983
16.76470588,0.010037242
16.76890756,0.009393051
16.77310924,0.000979393
16.77731092,0.00210038
16.78151261,-0.004644327
16.78571429,-0.006114327
16.78991597,-0.002920413
16.79411765,0.00912958
16.79831933,-0.011847067
16.80252101,0.010787679
16.80672269,0.008232312
16.81092437,-0.008706982
16.81512605,-0.008276341
16.81932773,-0.007807235
16.82352941,0.008880141
16.82773109,0.006482854
16.83193277,-0.007214403
16.83613445,0.010281809
16.84033613,-0.005679336
16.84453782,0.005343841
16.8487395,-0.002748325
16.85294118,0.007143279
16.85714286,-0.002098832
16.86134454,-0.005339659
16.86554622,-0.009162424
16.8697479,-0.002191507
16.87394958,0.009594338
16.87815126,-0.000134168
16.88235294,-0.002042498
16.88655462,-0.000319077
16.8907563,-0.00693862
16.89495798,0.002031368
16.89915966,0.018793788
16.90336134,-0.000367911
16.90756303,0.007364589
16.91176471,-0.014902202
16.91596639,-0.006749709
16.92016807,-0.008311277
16.92436975,0.003727855
16.92857143,-0.004770244
16.93277311,0.012867956
16.93697479,0.008159381
16.94117647,0.00505589
16.94537815,-0.007792382
16.94957983,-0.014192179
16.95378151,-0.002729214
16.95798319,0.005696329
16.96218487,0.005749962
16.96638655,0.002870963
16.97058824,0.004291793
16.97478992,-0.000119687
16.9789916,-0.003146079
16.98319328,0.000622791
16.98739496,-0.007954562
16.99159664,-0.00254418
16.99579832,-0.001117178
17,0.003483489
17.00420168,0.001047018
17.00840336,0.008889869
17.01260504,-0.007149924
17.01680672,0.001363741
17.0210084,-0.003917795
17.02521008,-0.002081921
17.02941176,0.014025788
17.03361345,-0.005890581
17.03781513,-0.004977021
17.04201681,0.004798486
17.04621849,-0.002887333
17.05042017,0.004305662
17.05462185,-0.004123794
17.05882353,0.001777567
17.06302521,0.001086223
17.06722689,-0.004380087
17.07142857,-0.008619461
17.07563025,0.001544884
17.07983193,0.00576333
17.08403361,-0.001955633
17.08823529,0.008301866
17.09243697,-0.002984948
17.09663866,0.004864985
17.10084034,0.013278644
17.10504202,-0.001700589
17.1092437,-0.006563664
17.11344538,-0.024655809
17.11764706,-0.007488974
17.12184874,0.009038621
17.12605042,0.004596544
17.1302521,0.006143503
17.13445378,0.007719494
17.13865546,-0.001424957
17.14285714,-0.002117024
17.14705882,0.006852875
17.1512605,0.001547194
17.15546218,-0.001879746
17.15966387,-0.005836866
17.16386555,-0.003761852
17.16806723,-0.01184174
17.17226891,0.004610752
17.17647059,0.002474687
17.18067227,-0.004504187
17.18487395,0.001618203
17.18907563,0.014255669
17.19327731,0.006481599
17.19747899,-0.003729761
17.20168067,-0.007974404
17.20588235,0.003353907
17.21008403,0.000955138
17.21428571,0.000415537
17.21848739,-0.005431605
17.22268908,-0.00521047
17.22689076,-0.006113462
17.23109244,0.004405281
17.23529412,-2.57334E-05
17.2394958,0.015862545
17.24369748,-0.003642523
17.24789916,-0.000529522
17.25210084,-0.002969597
17.25630252,-0.002011773
17.2605042,-0.018615518
17.26470588,0.013067626
17.26890756,0.019446001
17.27310924,0.001763416
17.27731092,-0.008796277
17.28151261,-0.007975323
17.28571429,-0.007676037
17.28991597,0.00832395
17.29411765,0.008949334
17.29831933,-0.001580255
17.30252101,-0.008293934
17.30672269,-0.01001119
17.31092437,-0.006769558
17.31512605,0.006163924
17.31932773,0.013161496
17.32352941,0.008767491
17.32773109,0.01147381
17.33193277,-0.012287654
17.33613445,-0.013467059
17.34033613,0.00014883
17.34453782,0.009426363
17.3487395,-0.003547999
17.35294118,-0.003996368
17.35714286,-0.005013202
17.36134454,0.010835753
17.36554622,0.007708315
17.3697479,-0.007159326
17.37394958,-0.002014395
17.37815126,-0.007979053
17.38235294,-0.002936406
17.38655462,-0.007893425
17.3907563,-0.000785825
17.39495798,0.01290096
17.39915966,0.015704458
17.40336134,-0.003848701
17.40756303,0.015805974
17.41176471,-0.006195836
17.41596639,0.002539937
17.42016807,-0.019631341
17.42436975,-0.001443801
17.42857143,0.001509913
17.43277311,-0.008280347
17.43697479,-0.004368152
17.44117647,-0.003996863
17.44537815,-0.006460423
17.44957983,0.011674073
17.45378151,0.01276321
17.45798319,0.007615651
17.46218487,-0.003168727
17.46638655,0.015095906
17.47058824,-0.002886944
17.47478992,0.011640498
17.4789916,-0.028194995
17.48319328,-0.006961076
17.48739496,-0.004940049
17.49159664,0.008331354
17.49579832,0.005875901
17.5,-0.008735235
17.50420168,-0.009762479
17.50840336,-0.013345366
17.51260504,0.023046971
17.51680672,0.007879794
17.5210084,-0.003140457
17.52521008,0.005584821
17.52941176,0.013133155
17.53361345,0.00275866
17.53781513,-0.009378954
17.54201681,-0.008927679
17.54621849,-0.00428804
17.55042017,-0.000871242
17.55462185,0.009679899
17.55882353,-0.005569069
17.56302521,-0.007715476
17.56722689,-0.008119383
17.57142857,-0.005556973
17.57563025,0.00779266
17.57983193,0.008635629
17.58403361,0.008396747
17.58823529,0.006527173
17.59243697,0.004264005
17.59663866,-0.010939104
17.60084034,-0.006758486
17.60504202,-0.001171551
17.6092437,0.01056517
17.61344538,0.008035834
17.61764706,-0.005249398
17.62184874,-0.012022428
17.62605042,-0.004591729
17.6302521,-0.007578675
17.63445378,-0.002492097
17.63865546,0.007634746
17.64285714,0.012615527
17.64705882,-0.002494063
17.6512605,-0.000535861
17.65546218,0.00719281
17.65966387,0.001633355
17.66386555,-0.006932554
17.66806723,-0.004030399
17.67226891,0.004456842
17.67647059,0.003054603
17.68067227,-0.012361866
17.68487395,0.001340533
17.68907563,0.003469113
17.69327731,0.003579816
17.69747899,0.004617809
17.70168067,0.001724745
17.70588235,-0.006979629
17.71008403,-0.008420389
17.71428571,0.009280388
17.71848739,-0.006036525
17.72268908,-0.004764677
17.72689076,-0.003718439
17.73109244,0.003053428
17.73529412,0.010151068
17.7394958,-0.000972516
17.74369748,0.006817279
17.74789916,0.007822802
17.75210084,0.005684927
17.75630252,0.001056445
17.7605042,-0.011993805
17.76470588,-0.017255071
17.76890756,-0.003312525
17.77310924,-0.015024381
17.77731092,0.00568921
17.78151261,0.013947754
17.78571429,0.006158901
17.78991597,0.005057454
17.79411765,0.001049079
17.79831933,-0.001100194
17.80252101,0.009956625
17.80672269,-0.004710876
17.81092437,-0.002032441
17.81512605,-0.006569369
17.81932773,0.002610139
17.82352941,-0.014010131
17.82773109,-0.00556145
17.83193277,0.008200384
17.83613445,0.015904328
17.84033613,0.003189235
17.84453782,-0.003602324
17.8487395,-0.008053206
17.85294118,-0.01015431
17.85714286,-0.001516093
17.86134454,0.00230877
17.86554622,0.003722526
17.8697479,0.006922752
17.87394958,0.007127997
17.87815126,-0.002838496
17.88235294,0.01114425
17.88655462,-0.004788678
17.8907563,-0.003948138
17.89495798,-0.003090734
17.89915966,-0.009994382
17.90336134,-0.006700688
17.90756303,-0.005177292
17.91176471,0.002359988
17.91596639,0.010528622
17.92016807,0.014545324
17.92436975,-0.005337337
17.92857143,-3.37576E-05
17.93277311,0.002330132
17.93697479,-0.010212571
17.94117647,0.00783048
17.94537815,-0.002793993
17.94957983,-0.008568537
17.95378151,8.02566E-05
17.95798319,0.009978036
17.96218487,0.00375688
17.96638655,-0.007224161
17.97058824,0.004551443
17.97478992,-0.002234353
17.9789916,0.005916159
17.98319328,-0.008725178
17.98739496,-0.009067001
17.99159664,-0.006497594
17.99579832,0.010942482
18,-0.003438022
18.00420168,0.003034246
18.00840336,0.01360861
18.01260504,0.007950273
18.01680672,-0.00733543
18.0210084,-0.004092083
18.02521008,-0.002045095
18.02941176,-0.005358544
18.03361345,-0.002040413
18.03781513,0.001939428
18.04201681,0.010178472
18.04621849,0.003520269
18.05042017,-0.006077129
18.05462185,-0.021029826
18.05882353,0.004122715
18.06302521,0.010093698
18.06722689,-0.005542496
18.07142857,-0.00211245
18.07563025,0.008993029
18.07983193,0.000832563
18.08403361,0.005136725
18.08823529,0.002176225
18.09243697,0.008746874
18.09663866,0.005743144
18.10084034,-0.010371366
18.10504202,-0.009014747
18.1092437,-0.009288359
18.11344538,-0.009953749
18.11764706,-0.000212475
18.12184874,0.013356251
18.12605042,-0.006374969
18.1302521,0.009385823
18.13445378,-0.005858622
